epoch	train_acc	train_loss
0	0.22276098117512835	0.002561776283055255
1	0.38391329150028525	0.0024006989297360878
2	0.44452367370222473	0.0023021519490126125
3	0.4652025099828865	0.0022489152427951882
4	0.48759269823160295	0.002228796890104286
5	0.5209640616086708	0.0021962592143435784
6	0.5250998288648032	0.002190086580451665
7	0.5521962350256703	0.0021635714219218993
8	0.567313177410154	0.0021499528656397557
9	0.5694523673702224	0.002145603018628483
10	0.5805761551625784	0.0021399807331566123
11	0.5872789503707929	0.0021286953604024135
12	0.5938391329150029	0.002120222864461095
13	0.602966343411295	0.002113931395296226
14	0.5979749001711352	0.002115199889581814
15	0.6092413006274957	0.002104180714639336
16	0.6163719338277239	0.0020972768102995136
17	0.6182258984597833	0.0020959035233640696
18	0.6243582430119795	0.0020899560134613505
19	0.6256417569880205	0.0020870912163446645
20	0.640188248716486	0.0020808510214549367
21	0.6544495151169424	0.0020667338330475045
22	0.67156303479749	0.002052040217062846
23	0.6789788933257274	0.0020454749677498137
24	0.6865373645179692	0.0020429668124580273
25	0.6861095265259555	0.00203731984189083
26	0.6891043924700513	0.002035870867596989
27	0.6962350256702795	0.002030126448705818
28	0.7122076440387907	0.002011389611315469
29	0.7136337706788363	0.002013591209004691
30	0.7169138619509412	0.002007694327348447
31	0.7276098117512835	0.0019982136356714994
32	0.7370222475755848	0.0019912961477289454
33	0.7432972047917855	0.001986712098325652
34	0.7237592698231603	0.002000786053814755
35	0.7367370222475755	0.001989098290205682
36	0.7475755847119224	0.0019793899414271405
37	0.7539931545921278	0.0019760682320363577
38	0.7605533371363377	0.001967089623637833
39	0.7518539646320593	0.001975236742141515
40	0.7542783799201369	0.0019751990514691054
41	0.762407301768397	0.0019658392861578986
42	0.75656018254421	0.0019706515536876794
43	0.7568454078722191	0.001969254567700662
44	0.7592698231602967	0.00196739307010235
45	0.7671135196805476	0.0019653418780869237
46	0.7731032515687393	0.0019585438884467446
47	0.7675413576725614	0.001961855992411316
48	0.7739589275527667	0.0019559663870779365
49	0.7748146035367941	0.0019551793201542282
50	0.7806617227609812	0.0019499057541557264
51	0.789218482601255	0.001940787586564686
52	0.7809469480889903	0.0019474991273689597
53	0.7880775812892185	0.0019427957156693263
54	0.7867940673131774	0.0019439158103701324
55	0.7819452367370222	0.0019477296915995483
56	0.7910724472333143	0.0019382568712718678
57	0.7920707358813462	0.0019392072304411745
58	0.7939247005134056	0.0019357535271935645
59	0.7956360524814603	0.0019353288483497284
60	0.7943525385054193	0.0019360824747896167
61	0.7946377638334284	0.0019347950416636753
62	0.7950656018254421	0.0019344948083417318
63	0.8004848830576156	0.001929300108842692
64	0.8010553337136338	0.00192939652012065
65	0.7989161437535653	0.0019309101822848193
66	0.8056189389617798	0.0019259080333296258
67	0.8063320022818026	0.0019263078400698376
68	0.8009127210496292	0.0019315114989664239
69	0.8010553337136338	0.0019289245281774387
70	0.8121791215059897	0.0019217633684226873
71	0.8128921848260126	0.0019205794698907794
72	0.809469480889903	0.0019210032476946347
73	0.803907586993725	0.0019290236085738308
74	0.8031945236737023	0.0019266336425263339
75	0.8020536223616657	0.001929752651922919
76	0.8013405590416429	0.001933166573405334
77	0.7987735310895607	0.001932387768848243
78	0.7940673131774102	0.0019358862350820746
79	0.8064746149458072	0.0019245377215261943
80	0.8090416428978894	0.001924255730013676
81	0.8093268682258985	0.0019245498260632966
82	0.8128921848260126	0.0019196823740848731
83	0.8060467769537935	0.0019262877281774335
84	0.8070450656018254	0.00192469593054624
85	0.8093268682258985	0.0019225292354057126
86	0.8143183114660582	0.0019172929520615155
87	0.810467769537935	0.001919970434866697
88	0.8133200228180263	0.0019183170435024682
89	0.8174557900741586	0.0019137151263063457
90	0.8096120935539076	0.001920411264427172
91	0.8148887621220764	0.0019172614156621835
92	0.8201654306902453	0.001912683605535739
93	0.8153166001140901	0.001915984318994891
94	0.8211637193382773	0.0019112144513464763
95	0.8198802053622362	0.0019122516503690381
96	0.8190245293782088	0.0019139654624142513
97	0.8146035367940673	0.0019200284414405628
98	0.8218767826583001	0.0019106145627282376
99	0.8210211066742726	0.0019104767546134205
100	0.8234455219623502	0.0019086615160677138
101	0.8271534512264689	0.00190500501082138
102	0.8280091272104962	0.0019054217503129314
103	0.829435253850542	0.0019035977903802397
104	0.82843696520251	0.0019046774572871851
105	0.8252994865944095	0.001906326292449246
106	0.8311466058185967	0.0019016102661898798
107	0.8310039931545922	0.001901354251830019
108	0.8291500285225328	0.0019035448330304177
109	0.8265830005704506	0.0019048982120825097
110	0.8317170564746149	0.0019016511190025995
111	0.8338562464346834	0.0018989060581988495
112	0.8342840844266971	0.0018993977200148517
113	0.8351397604107245	0.0018984642255938673
114	0.8352823730747291	0.0018976167039876657
115	0.8338562464346834	0.0018988220744723262
116	0.8362806617227609	0.0018971580746373787
117	0.8378494010268112	0.0018958292956768412
118	0.838562464346834	0.001894588121603505
119	0.8434112949229892	0.001890135080013286
120	0.8469766115231032	0.0018889517255055177
121	0.8533941814033086	0.0018834322095937343
122	0.8518254420992584	0.001883614049662336
123	0.8528237307472903	0.0018834454191798695
124	0.8511123787792356	0.0018849577552851988
125	0.8466913861950941	0.0018895752111708036
126	0.846406160867085	0.0018879114493464172
127	0.8528237307472903	0.0018849029788546609
128	0.862093553907587	0.0018758635927593104
129	0.8505419281232174	0.0018845918990514378
130	0.8552481460353679	0.001882220990849575
131	0.848687963491158	0.0018878753057426543
132	0.8491158014831717	0.0018867722457977139
133	0.8392755276668569	0.0018955282293179345
134	0.8449800342270394	0.0018908867513664233
135	0.8508271534512265	0.0018862287486816772
136	0.8466913861950941	0.0018894112048935224
137	0.8489731888191672	0.001887520482998471
138	0.8559612093553908	0.001879906474149914
139	0.8569594980034227	0.0018796136701576245
140	0.8593839132915003	0.0018773711686534196
141	0.8590986879634912	0.0018786995735973612
142	0.8658014831717057	0.0018725178953041299
143	0.8628066172276098	0.001874340019155351
144	0.865373645179692	0.001872086042141955
145	0.8590986879634912	0.0018797709441361805
146	0.8648031945236737	0.0018731839848598344
147	0.8636622932116372	0.0018749991894040322
148	0.8623787792355961	0.0018751115473895773
149	0.8636622932116372	0.0018740221560511396
150	0.8686537364517969	0.0018701099254577688
151	0.8600969766115231	0.0018776608105053987
152	0.8642327438676555	0.0018745911202972029
153	0.8723616657159156	0.0018666956469595127
154	0.8747860810039931	0.0018643804332289231
155	0.876497432972048	0.0018625495369884537
156	0.8782087849401027	0.0018612405299052333
157	0.872219053051911	0.0018661525068593176
158	0.875499144324016	0.0018641610554947013
159	0.8786366229321164	0.001860967208777437
160	0.8819167142042214	0.00185909460968653
161	0.8822019395322305	0.0018574633873059828
162	0.872219053051911	0.0018657717749654941
163	0.8756417569880205	0.001862132831498411
164	0.873502567027952	0.0018640825970133441
165	0.8793496862521392	0.0018624866681988417
166	0.8743582430119795	0.0018679773848327445
167	0.8730747290359384	0.0018666442026768286
168	0.8717912150598973	0.001869614183460721
169	0.8715059897318882	0.001867975548751274
170	0.8730747290359384	0.0018674077575572612
171	0.8690815744438106	0.0018695120599292988
172	0.8732173416999429	0.0018641029979185723
173	0.8760695949800342	0.001861811993262187
174	0.874500855675984	0.0018652458226279538
175	0.8756417569880205	0.001864005719602142
176	0.8766400456360525	0.001862071628782726
177	0.87906446092413	0.0018619945473624718
178	0.8769252709640616	0.0018618343662549209
179	0.8859098687963491	0.001855286678721139
180	0.8834854535082716	0.0018583051966587203
181	0.8861950941243583	0.0018548746654392988
182	0.887906446092413	0.0018534228010172172
183	0.8909013120365088	0.001849519070801025
184	0.8819167142042214	0.0018574848252572269
185	0.8900456360524814	0.0018507699863066077
186	0.886908157444381	0.001851958815057279
187	0.8903308613804906	0.0018513746181353118
188	0.8884768967484312	0.001852414163261975
189	0.8809184255561894	0.0018584852176466058
190	0.8851968054763263	0.0018537052515501032
191	0.8816314888762122	0.0018570532781086305
192	0.8857672561323445	0.0018542001435094334
193	0.887906446092413	0.001852342862098202
194	0.8926126640045636	0.0018486843337620997
195	0.8921848260125499	0.0018482463433276022
196	0.8947518539646321	0.0018465603785180256
197	0.887906446092413	0.0018525942182513692
198	0.8897604107244723	0.0018504071562071222
199	0.8726468910439247	0.0018666798702594693
200	0.8683685111237878	0.001870505312001848
201	0.8656588705077011	0.001873053555072408
202	0.87093553907587	0.0018661285017941656
203	0.8656588705077011	0.001874258755549525
204	0.8729321163719338	0.0018668521729048768
205	0.8726468910439247	0.0018671248140024988
206	0.8804905875641758	0.0018583425643167969
207	0.8836280661722761	0.0018563527280238447
208	0.8871933827723902	0.001853327817802625
209	0.8883342840844267	0.0018512177181733518
210	0.8928978893325727	0.001848040957214216
211	0.8887621220764403	0.0018506203796682667
212	0.8907586993725043	0.0018495675059501879
213	0.8961779806046777	0.0018444440396119034
214	0.8943240159726183	0.001849480683097687
215	0.8954649172846548	0.001846514527483525
216	0.894466628636623	0.0018460483497983037
217	0.8918996006845408	0.0018483260428640276
218	0.8977467199087279	0.0018434129948624188
219	0.8983171705647461	0.0018431358485648923
220	0.8960353679406732	0.0018447553064234244
221	0.8957501426126641	0.001845250606400859
222	0.8966058185966914	0.0018445243681762399
223	0.8968910439247005	0.0018433171106078457
224	0.8941814033086138	0.00184742355781899
225	0.8916143753565317	0.0018487858112648562
226	0.8971762692527097	0.001843966420419
227	0.8997432972047917	0.0018409876162435964
228	0.9001711351968055	0.0018412129782433518
229	0.8988876212207644	0.001842221088975209
230	0.8976041072447233	0.0018447644018270053
231	0.8966058185966914	0.0018445873219696237
232	0.8910439247005134	0.001851299321794265
233	0.8938961779806047	0.0018466330567429015
234	0.8903308613804906	0.00185105663602582
235	0.8940387906446092	0.0018460748539743462
236	0.887906446092413	0.001851604298326674
237	0.8953223046206503	0.0018448136700131318
238	0.8953223046206503	0.0018461358696817331
239	0.8968910439247005	0.001844395961478582
240	0.8953223046206503	0.0018465025419517034
241	0.8988876212207644	0.001843262113167501
242	0.9008841985168283	0.0018407301908211237
243	0.8991728465487735	0.001842207284362671
244	0.9001711351968055	0.0018414439334912907
245	0.9028807758128922	0.0018387713979056272
246	0.8997432972047917	0.001842098020514419
247	0.8971762692527097	0.0018442943989720538
248	0.8968910439247005	0.0018449710289954596
249	0.8977467199087279	0.0018433253729744632
250	0.9024529378208785	0.001838768099759282
251	0.9001711351968055	0.0018419716199057753
252	0.9015972618368511	0.0018393803309251836
253	0.9074443810610382	0.0018347282785044624
254	0.8991728465487735	0.0018429101295492952
255	0.9010268111808328	0.0018418192081429655
256	0.9021677124928693	0.0018418126798532925
257	0.9005989731888192	0.0018414480986761082
258	0.9017398745008557	0.0018394242438736876
259	0.9011694238448374	0.0018398754098928117
260	0.8994580718767826	0.0018419530040797545
261	0.8963205932686823	0.001845059636927168
262	0.898031945236737	0.0018431147166272266
263	0.9001711351968055	0.001841091048833104
264	0.9014546491728466	0.0018400452474288374
265	0.9008841985168283	0.0018415389847089003
266	0.9015972618368511	0.0018416657423333854
