epoch	train_acc	train_loss
0	0.1132663174288546	0.0025743677986422627
1	0.20133087922978904	0.0024846702598907717
2	0.24578790882061446	0.002380929586655456
3	0.29520033979895227	0.0023233125285084216
4	0.38057482656095143	0.002289804473200753
5	0.4649582330454481	0.002262914044043843
6	0.41455472178960784	0.0022373590019730523
7	0.3986974373495682	0.0022260107771965155
8	0.4196517060739063	0.0022289561901284263
9	0.4124309783378168	0.0022131505202220886
10	0.43975647741752794	0.002202994489609039
11	0.45278210392184626	0.0021945857367096314
12	0.43848223134645337	0.002181710795878216
13	0.45363160130256264	0.002188836888552691
14	0.4686393883618859	0.002188783621595616
15	0.49327481240266174	0.002159861216679454
16	0.4760016989947614	0.0021616331025120492
17	0.47274529236868185	0.0021618992010054737
18	0.4731700410590401	0.002152656438785117
19	0.48973523998301005	0.002137858013956199
20	0.5189013167209401	0.002135097280062411
21	0.5033271980744726	0.0021282360706656104
22	0.5046014441455472	0.0021304966757659718
23	0.5037519467648308	0.0021276495602859007
24	0.5220161404502336	0.00211038360611906
25	0.5089905139459153	0.0021168794068908044
26	0.5050261928359054	0.002110903785972374
27	0.5060172731134079	0.0021168146291400897
28	0.47274529236868185	0.0021448090818065703
29	0.48874415970550755	0.00213245236298087
30	0.51026476001699	0.0021124578443816443
31	0.5275378734248902	0.0021095972940163286
32	0.5266883760441738	0.0021003326916684516
33	0.5271131247345321	0.002110655713179252
34	0.5060172731134079	0.002107993074201346
35	0.5482089763556562	0.0021055949134291966
36	0.5367407617159847	0.002114344635614673
37	0.5475010618717259	0.002092364792038627
38	0.5424040775874275	0.002097977063447579
39	0.5307942800509698	0.002091579053787778
40	0.5327764406059748	0.0020980964921510845
41	0.5547217896078154	0.0020920693595872187
42	0.5418377460002831	0.002099928598675329
43	0.5407050828259946	0.0021077345708063635
44	0.5152201614045023	0.0020991010029930645
45	0.5252725470763132	0.002090727052522519
46	0.557978196233895	0.002091615510260301
47	0.5626504318278353	0.0020804480488266905
48	0.5501911369106612	0.0020821046916989217
49	0.5419793288970692	0.0020880787935976634
50	0.5234319694180943	0.002092435983428026
51	0.520600311482373	0.002096590637299928
52	0.533059606399547	0.002096214055441163
53	0.5340506866770494	0.0020909419431744463
54	0.5424040775874275	0.0020896660341481288
55	0.5490584737363726	0.0020813742457647323
56	0.5384397564774175	0.002099535341355984
57	0.5431119920713577	0.002096061140792525
58	0.5364575959224126	0.0020894018935023024
59	0.5469347302845816	0.002078455837627283
60	0.522724054934164	0.0020926622836056133
61	0.5520317145688801	0.002085616563950654
62	0.5569871159563925	0.0020839299795125644
63	0.5412714144131389	0.0020873615125007743
64	0.5116805889848506	0.002088835771742411
65	0.5378734248902732	0.0020841814954169796
66	0.560101939685686	0.002075396565730724
67	0.560243522582472	0.0020813997652954982
68	0.5551465382981736	0.002074290989445472
69	0.5598187738921139	0.0020731012932254725
70	0.5418377460002831	0.002071451401551857
71	0.5232903865213082	0.0020752246464579836
72	0.5384397564774175	0.0020805843217707415
73	0.5401387512388504	0.0020744189584152263
74	0.5340506866770494	0.002082359819494596
75	0.5426872433809996	0.0020754423726133293
76	0.5494832224267309	0.002068543592796234
77	0.560101939685686	0.0020697615765384314
78	0.562225683137477	0.0020673039039504877
79	0.5438199065552881	0.002071135850528575
80	0.5364575959224126	0.0020721925143798586
81	0.5470763131813677	0.002070766222404384
82	0.5542970409174571	0.0020675578165304117
83	0.5586861107178253	0.0020652614975893747
84	0.560101939685686	0.0020616505514979614
85	0.566473170041059	0.0020613753726423994
86	0.5712869885317854	0.0020522669255184957
87	0.5657652555571286	0.002056664149956647
88	0.5782245504743027	0.002059659184198381
89	0.5877106045589693	0.002061398056669747
90	0.5800651281325216	0.0020640986036278785
91	0.5704374911510689	0.002064771090521955
92	0.5667563358346311	0.002063871594574437
93	0.5666147529378451	0.0020559222607408048
